"Date","Description","Comments","Check Number","Amount","Balance"
"03/10/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/10/24 Card 3805","","","($4.30)","$1,639.87"
"03/11/2024","Visa Check  SONIC DRIVE IN #4428 PARKER CO 03/10/24 Card 3805","","","($7.54)","$1,632.33"
"03/11/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/11/24 Card 3805","","","($9.79)","$1,622.54"
"03/11/2024","Visa Check  FUNIMATION PRODUCTIONS HTTPSWWW.FUNI TX 03/11/24 Card 3805","","","($10.86)","$1,611.68"
"03/12/2024","Visa Check  DD *DOORDASH MCDONALDS WWW.DOORDASH. CA 03/12/24 Card 3805","","","($24.19)","$1,587.49"
"03/12/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/12/24 Card 3805","","","($6.89)","$1,580.60"
"03/12/2024","WENDYS #8257 16931 LINCOLN AVE PARKER CO 5814 Card 3805","","","($16.08)","$1,564.52"
"03/12/2024","Visa Check  HITS VAPE PARKER CO 03/11/24 Card 3805","","","($32.39)","$1,532.13"
"03/13/2024","Visa Check  AMZN Mktp US*R64JS2IU0 Amzn.com/bill WA 03/13/24 Card 3805","","","($26.32)","$1,505.81"
"03/13/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/13/24 Card 3805","","","($3.33)","$1,502.48"
"03/13/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/13/24 Card 3805","","","($20.40)","$1,482.08"
"03/13/2024","Visa Check  ZEL*TERESA LIGGINS Visa Direct AZ 03/13/24 Card 3805","","","($40.00)","$1,442.08"
"03/15/2024","Visa Check  BURGER KING #10685 PARKER CO 03/13/24 Card 3805","","","($18.66)","$1,423.42"
"03/16/2024","Visa Check  JIMMY JOHNS - 1815 - EC 303-840-1220 CO 03/15/24 Card 3805","","","($24.68)","$1,398.74"
"03/16/2024","Visa Check  GITHUB, INC. HTTPSGITHUB.C CA 03/16/24 Card 3805","","","($10.00)","$1,388.74"
"03/17/2024","Visa Check  GOOGLE *ROBLOX g.co/helppay# CA 03/16/24 Card 3805","","","($4.99)","$1,383.75"
"03/17/2024","Visa Check  CIRCLE K # 41189 PARKER CO 03/16/24 Card 3805","","","($10.57)","$1,373.18"
"03/17/2024","Withdrawal ENT CREDIT UNION 8671 PARK MEADOWS CTR D LONE TREE CO Card 3805","","","($60.00)","$1,313.18"
"03/17/2024","TARGET T-2458 15700 E Briarwood Cir Aurora CO Card 3805","","","($30.21)","$1,282.97"
"03/17/2024","Visa Check  DD DOORDASH MCDONALDS 855-973-1040 CA 03/15/24 Card 3805","","","($44.36)","$1,238.61"
"03/17/2024","Visa Check  CHICK-FIL-A #452 LITTLETON CO 03/16/24 Card 3805","","","($23.84)","$1,214.77"
"03/18/2024","Visa Check  MANIFESTINGLAB LONDON GB 03/18/24 Card 3805","","","($37.00)","$1,177.77"
"03/18/2024","Withdrawal Card Fee  VISA INTERNATIONAL SERVICE ASSESSMENT Date 03/18/24 Card 3805","","","($0.30)","$1,177.47"
"03/18/2024","Visa Check  CONOCO - SEI 42018 AURORA CO 03/18/24 Card 3805","","","($43.32)","$1,134.15"
"03/19/2024","Visa Check  MCDONALD'S F27004 PARKER CO 03/18/24 Card 3805","","","($18.19)","$1,115.96"
"03/19/2024","Visa Check  GOOGLE *YouTube Music g.co/helppay# CA 03/19/24 Card 3805","","","($11.87)","$1,104.09"
"03/19/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/19/24 Card 3805","","","($9.57)","$1,094.52"
"03/19/2024","Visa Check  7-ELEVEN 42018 AURORA CO 03/18/24 Card 3805","","","($6.42)","$1,088.10"
"03/20/2024","Visa Check  DD *DOORDASH COLONNASP WWW.DOORDASH. CA 03/20/24 Card 3805","","","($25.33)","$1,062.77"
"03/20/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/20/24 Card 3805","","","($16.77)","$1,046.00"
"03/21/2024","FACTOR75 188-857-3572 IL Card 3805","","","($15.44)","$1,030.56"
"03/21/2024","FACTOR75 188-857-3572 IL Card 3805","","","($36.02)","$994.54"
"03/21/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/21/24 Card 3805","","","($13.69)","$980.85"
"03/22/2024","Visa Check  CIRCLE K # 41166 AURORA CO 03/21/24 Card 3805","","","($30.12)","$950.73"
"03/22/2024","Visa Check  SONIC DRIVE IN #4428 PARKER CO 03/21/24 Card 3805","","","($22.33)","$928.40"
"03/22/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$619.58","$1,547.98"
"03/23/2024","Visa Check  MCDONALD'S F13847 AURORA CO 03/22/24 Card 3805","","","($17.88)","$1,530.10"
"03/23/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 03/22/24 Card 3805","","","($28.60)","$1,501.50"
"03/23/2024","Visa Check  CHATGPT SUBSCRIPTION HTTPSOPENAI.C CA 03/23/24 Card 3805","","","($20.00)","$1,481.50"
"03/24/2024","Visa Check  AMZN Mktp US*RH6HR2ER1 Amzn.com/bill WA 03/24/24 Card 3805","","","($12.16)","$1,469.34"
"03/24/2024","Visa Check  7-ELEVEN 41543 PARKER CO 03/23/24 Card 3805","","","($14.27)","$1,455.07"
"03/24/2024","Visa Check  HITS VAPE PARKER CO 03/23/24 Card 3805","","","($26.99)","$1,428.08"
"03/25/2024","#000000KGIKKW  AMAZON.COM SEATTLE WA Card 3805","","","($86.51)","$1,341.57"
"03/25/2024","Visa Check  DD DOORDASH COLONNASP 855-973-1040 CA 03/25/24 Card 3805","","","($27.96)","$1,313.61"
"03/25/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/25/24 Card 3805","","","($12.43)","$1,301.18"
"03/25/2024","Visa Check  SOLSTICE WWW.SOLSTICEB FL 03/25/24 Card 3805","","","($16.28)","$1,284.90"
"03/26/2024","T SQUARE PARKER CO Card 3805","","","($6.00)","$1,278.90"
"03/27/2024","AMAZON CORP  : SYF PAYMNT   : 9069872103","","","($258.72)","$1,020.18"
"03/27/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/27/24 Card 3805","","","($20.07)","$1,000.11"
"03/27/2024","Visa Check  AMAZON PRIME*RH99N7WP1 888-802-3080 WA 03/27/24 Card 3805","","","($1.07)","$999.04"
"03/28/2024","Visa Check  DD DOORDASH CHIPOTLEM 855-973-1040 CA 03/28/24 Card 3805","","","($17.51)","$981.53"
"03/28/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/28/24 Card 3805","","","($3.63)","$977.90"
"03/28/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 03/28/24 Card 3805","","","($46.37)","$931.53"
"03/29/2024","Visa Check  QT 4206 INSIDE PARKER CO 03/28/24 Card 3805","","","($19.42)","$912.11"
"03/29/2024","Amazon Prime*BP9CV40Z3 Amzn.com/bill WA Card 3805","","","($16.19)","$895.92"
"03/31/2024","Visa Check  MCDONALD'S F7462 PARKER CO 03/30/24 Card 3805","","","($8.74)","$887.18"
"03/31/2024","Deposit Dividend Tiered Rate APY Earned  0.05% 03/01/24 to 03/31/24","","","$0.05","$887.23"
"04/01/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/01/24 Card 3805","","","($2.80)","$884.43"
"04/01/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/01/24 Card 3805","","","($2.90)","$881.53"
"04/01/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/01/24 Card 3805","","","($15.09)","$866.44"
"04/01/2024","Visa Check  ZEL*LAURA HOUCK Visa Direct AZ 04/02/24 Card 3805","","","($73.00)","$793.44"
"04/02/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/02/24 Card 3805","","","($5.95)","$787.49"
"04/02/2024","Visa Check  AMZN Mktp US*HV1T00OU3 Amzn.com/bill WA 04/02/24 Card 3805","","","($19.71)","$767.78"
"04/03/2024","Visa Check  DD DOORDASH QDOBAMEXI 855-973-1040 CA 04/03/24 Card 3805","","","($23.56)","$744.22"
"04/03/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/03/24 Card 3805","","","($6.48)","$737.74"
"04/04/2024","FACTOR 888-573-5727 NY Card 3805","","","($94.69)","$643.05"
"04/05/2024","Visa Check  PHILLIPS 66 - FLAT ACRE PARKER CO 04/04/24 Card 3805","","","($5.41)","$637.64"
"04/05/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$473.28","$1,110.92"
"04/05/2024","Visa Check  SOLSTICE WWW.SOLSTICEB FL 04/05/24 Card 3805","","","($8.14)","$1,102.78"
"04/05/2024","Visa Check  MURPHY EXPRESS 8973 AURORA CO 04/04/24 Card 3805","","","($11.29)","$1,091.49"
"04/05/2024","Visa Check  MURPHY EXPRESS 8973 AURORA CO 04/04/24 Card 3805","","","($11.66)","$1,079.83"
"04/05/2024","Visa Check  JIMMY JOHNS - 1815 - EC 303-840-1220 CO 04/04/24 Card 3805","","","($26.29)","$1,053.54"
"04/06/2024","Visa Check  CIRCLE K # 44137 PARKER CO 04/05/24 Card 3805","","","($33.29)","$1,020.25"
"04/06/2024","Visa Check  MAVERIK #525 AURORA CO 04/05/24 Card 3805","","","($15.09)","$1,005.16"
"04/06/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 04/05/24 Card 3805","","","($25.70)","$979.46"
"04/06/2024","Visa Check  7-ELEVEN 39421 PARKER CO 04/05/24 Card 3805","","","($38.55)","$940.91"
"04/06/2024","Visa Check  DD DOORDASH COLONNASP 855-973-1040 CA 04/06/24 Card 3805","","","($25.33)","$915.58"
"04/07/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/06/24 Card 3805","","","($9.81)","$905.77"
"04/07/2024","Visa Check  DD DOORDASH ARBYS 855-973-1040 CA 04/07/24 Card 3805","","","($26.77)","$879.00"
"04/07/2024","Visa Check  ZEL*TERESA LIGGINS Visa Direct AZ 04/08/24 Card 3805","","","($40.00)","$839.00"
"04/07/2024","Visa Check  AMZN Mktp US*9P0VA4UX3 Amzn.com/bill WA 04/07/24 Card 3805","","","($35.59)","$803.41"
"04/08/2024","Visa Check  DD DOORDASH CAPRIOTTI 855-973-1040 CA 04/08/24 Card 3805","","","($24.46)","$778.95"
"04/08/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/08/24 Card 3805","","","($9.57)","$769.38"
"04/09/2024","Visa Check  CIGNA 877 484 5967 877-484-5967 FL 04/08/24 Card 3805","","","($19.37)","$750.01"
"04/09/2024","Visa Check  DD DOORDASH ANTHONYSP 855-973-1040 CA 04/09/24 Card 3805","","","($20.34)","$729.67"
"04/09/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/09/24 Card 3805","","","($12.43)","$717.24"
"04/10/2024","Visa Check  WALGREENS #5261 PARKER CO 04/09/24 Card 3805","","","($5.00)","$712.24"
"04/10/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/10/24 Card 3805","","","($6.96)","$705.28"
"04/11/2024","FACTOR75 188-857-3572 IL Card 3805","","","($94.69)","$610.59"
"04/11/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/11/24 Card 3805","","","($8.61)","$601.98"
"04/11/2024","Visa Check  FUNIMATION PRODUCTIONS HTTPSWWW.FUNI TX 04/11/24 Card 3805","","","($10.86)","$591.12"
"04/12/2024","Visa Check  ZEL*JERAMIAH JAKUBOWSKI Visa Direct AZ 04/12/24 Card 3805","","","($20.00)","$571.12"
"04/12/2024","WM SUPERCENTER #2892 Wal-Mart Super Center PARKER CO Card 3805","","","($25.19)","$545.93"
"04/12/2024","Visa Check  QT 4206 INSIDE PARKER CO 04/11/24 Card 3805","","","($14.58)","$531.35"
"04/13/2024","Visa Check  MCDONALD'S F13847 AURORA CO 04/12/24 Card 3805","","","($19.94)","$511.41"
"04/13/2024","TARGET T-2219 11150 S Twenty Mile Rd Parker CO Card 3805","","","($5.38)","$506.03"
"04/13/2024","Visa Check  Waffle House PARKER CO 04/13/24 Card 3805","","","($28.80)","$477.23"
"04/13/2024","Visa Check  Slick City - Denver Lakewood CO 04/14/24 Card 3805","","","($25.76)","$451.47"
"04/14/2024","Visa Check  Amazon.com*PU9RV1IC3 Amzn.com/bill WA 04/14/24 Card 3805","","","($27.56)","$423.91"
"04/14/2024","Visa Check  PIGTAILS PARKER PARKER CO 04/13/24 Card 3805","","","($26.45)","$397.46"
"04/14/2024","Visa Check  OLIVE GARDEN ZK 0024465 LAKEWOOD CO 04/13/24 Card 3805","","","($37.77)","$359.69"
"04/15/2024","Visa Check  MCDONALD'S F7462 PARKER CO 04/14/24 Card 3805","","","($20.48)","$339.21"
"04/15/2024","TARGET T-2219 11150 S Twenty Mile Rd Parker CO Card 3805","","","($2.69)","$336.52"
"04/15/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/15/24 Card 3805","","","($3.23)","$333.29"
"04/15/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/15/24 Card 3805","","","($16.83)","$316.46"
"04/16/2024","Visa Check  PUBLIC WORKS-PRKG METR DENVER CO 04/15/24 Card 3805","","","($1.50)","$314.96"
"04/16/2024","Visa Check  PUBLIC WORKS-PRKG METR DENVER CO 04/15/24 Card 3805","","","($1.00)","$313.96"
"04/16/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/16/24 Card 3805","","","($10.36)","$303.60"
"04/16/2024","Visa Check  GITHUB, INC. HTTPSGITHUB.C CA 04/16/24 Card 3805","","","($10.00)","$293.60"
"04/17/2024","Visa Check  DD DOORDASH COLONNASP 855-973-1040 CA 04/17/24 Card 3805","","","($25.33)","$268.27"
"04/17/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/17/24 Card 3805","","","($13.47)","$254.80"
"04/17/2024","Visa Check  DISTRICT COURT OF DENVE DENVER CO 04/17/24 Card 3805","","","($40.00)","$214.80"
"04/17/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/17/24 Card 3805","","","($26.48)","$188.32"
"04/19/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$725.85","$914.17"
"04/19/2024","Visa Check  GOOGLE *YouTube Music g.co/helppay# CA 04/19/24 Card 3805","","","($11.87)","$902.30"
"04/19/2024","Visa Check  TACO BELL PH 15856 AURORA CO 04/18/24 Card 3805","","","($13.41)","$888.89"
"04/20/2024","Visa Check  #5716 EVERYDAY STORE PARKER CO 04/18/24 Card 3805","","","($21.44)","$867.45"
"04/20/2024","Visa Check  MCDONALD'S F13847 AURORA CO 04/19/24 Card 3805","","","($21.11)","$846.34"
"04/20/2024","Visa Check  DD DOORDASH COLONNASP 855-973-1040 CA 04/20/24 Card 3805","","","($38.85)","$807.49"
"04/20/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/20/24 Card 3805","","","($17.39)","$790.10"
"04/20/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 04/20/24 Card 3805","","","($27.05)","$763.05"
"04/21/2024","Visa Check  DD DOORDASH ARBYS 855-973-1040 CA 04/21/24 Card 3805","","","($23.76)","$739.29"
"04/21/2024","Withdrawal ENT CREDIT UNION 8671 PARK MEADOWS CTR D LONE TREE CO Card 3805","","","($40.00)","$699.29"
"04/21/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/21/24 Card 3805","","","($5.26)","$694.03"
"04/22/2024","Visa Check  DD DOORDASH QDOBAMEXI 855-973-1040 CA 04/22/24 Card 3805","","","($23.74)","$670.29"
"04/22/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/22/24 Card 3805","","","($16.29)","$654.00"
"04/22/2024","Visa Check  AMAZON PRIME*L859317A3 888-802-3080 WA 04/22/24 Card 3805","","","($7.55)","$646.45"
"04/23/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/23/24 Card 3805","","","($3.88)","$642.57"
"04/23/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/23/24 Card 3805","","","($8.72)","$633.85"
"04/23/2024","Visa Check  DD DOORDASH QDOBAMEXI 855-973-1040 CA 04/23/24 Card 3805","","","($27.80)","$606.05"
"04/23/2024","Visa Check  CHATGPT SUBSCRIPTION HTTPSOPENAI.C CA 04/23/24 Card 3805","","","($20.00)","$586.05"
"04/24/2024","Visa Check  DD DOORDASH MCDONALDS 855-973-1040 CA 04/24/24 Card 3805","","","($26.16)","$559.89"
"04/25/2024","Visa Check  MCDONALD'S F7462 PARKER CO 04/24/24 Card 3805","","","($9.27)","$550.62"
"04/25/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/25/24 Card 3805","","","($5.95)","$544.67"
"04/26/2024","Visa Check  TACO BELL PH 15856 AURORA CO 04/25/24 Card 3805","","","($13.72)","$530.95"
"04/26/2024","Visa Check  PHILLIPS 66 - FLAT ACRE PARKER CO 04/26/24 Card 3805","","","($10.95)","$520.00"
"04/26/2024","Visa Check  NATIONAL MENTAL HEALTH 303-2254322 CO 04/26/24 Card 3805","","","($5.55)","$514.45"
"04/27/2024","Visa Check  GOOD TIMES DR THRU 148 olo.com CO 04/26/24 Card 3805","","","($12.50)","$501.95"
"04/27/2024","Visa Check  AMZN Mktp US*3U90S6RQ3 Amzn.com/bill WA 04/27/24 Card 3805","","","($51.68)","$450.27"
"04/28/2024","Visa Check  CHILI'S 0869 ECOMM https://prod. CO 04/27/24 Card 3805","","","($34.17)","$416.10"
"04/29/2024","Visa Check  DEL TACO #1086 PARKER CO 04/29/24 Card 3805","","","($16.07)","$400.03"
"04/29/2024","Visa Check  BUFFALO GO ECOM 0865 720-823-9676 CO 04/28/24 Card 3805","","","($38.84)","$361.19"
"04/29/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/29/24 Card 3805","","","($5.05)","$356.14"
"04/29/2024","Visa Check  Subway 53991 172-08519829 CO 04/29/24 Card 3805","","","($11.11)","$345.03"
"04/29/2024","Amazon Prime*JP3NH60J3 Amzn.com/bill WA Card 3805","","","($16.19)","$328.84"
"04/30/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 04/30/24 Card 3805","","","($12.43)","$316.41"
"04/30/2024","Visa Check  DD DOORDASH SUBWAY 855-973-1040 CA 04/30/24 Card 3805","","","($20.29)","$296.12"
"04/30/2024","Deposit Dividend Tiered Rate APY Earned  0.04% 04/01/24 to 04/30/24","","","$0.02","$296.14"
"05/01/2024","CIGNA 877 484 5967 877-484-5967 FL Card 3805","","","($19.37)","$276.77"
"05/01/2024","Visa Check  CHIPOTLE 0059 PARKER CO 04/30/24 Card 3805","","","($15.71)","$261.06"
"05/01/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/01/24 Card 3805","","","($5.95)","$255.11"
"05/01/2024","Visa Check  Waffle House PARKER CO 05/01/24 Card 3805","","","($25.57)","$229.54"
"05/01/2024","Visa Check  ORDER.NOODLES.COM HTTPSORDER.NO CO 05/01/24 Card 3805","","","($11.83)","$217.71"
"05/02/2024","Visa Check  ZEL*LAURA HOUCK Visa Direct AZ 05/02/24 Card 3805","","","($73.00)","$144.71"
"05/02/2024","Withdrawal NSF Fee  In the amount $156.21 AMAZON CORP","","","($30.00)","$114.71"
"05/02/2024","FACTOR75 188-857-3572 IL Card 3805","","","($94.69)","$20.02"
"05/03/2024","Visa Check  7-ELEVEN 32923 PARKER CO 05/01/24 Card 3805","","","($12.41)","$7.61"
"05/03/2024","Visa Check  STOLL FAMILY DENTAL PARKER CO 05/01/24 Card 3805","","","($40.00)","($32.39)"
"05/03/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$778.72","$746.33"
"05/04/2024","Visa Check  MCDONALD'S F13847 AURORA CO 05/03/24 Card 3805","","","($20.37)","$725.96"
"05/04/2024","Visa Check  TACO BELL 002643 PARKER CO 05/03/24 Card 3805","","","($11.19)","$714.77"
"05/04/2024","Visa Check  DD DOORDASH ARBYS 855-973-1040 CA 05/04/24 Card 3805","","","($23.45)","$691.32"
"05/04/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/04/24 Card 3805","","","($14.87)","$676.45"
"05/05/2024","T SQUARE PARKER CO Card 3805","","","($4.41)","$672.04"
"05/05/2024","Visa Check  707-652-3328ADAPTDMIND ADAPTEDMIND.C CA 05/05/24 Card 3805","","","($9.95)","$662.09"
"05/05/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/05/24 Card 3805","","","($5.67)","$656.42"
"05/05/2024","Visa Check  AMZN Mktp US*115CT2FH3 Amzn.com/bill WA 05/05/24 Card 3805","","","($17.55)","$638.87"
"05/05/2024","Withdrawal PAI ISO 17050 E MAINSTREET PARKER CO Card 3805","","","($43.85)","$595.02"
"05/06/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/06/24 Card 3805","","","($8.06)","$586.96"
"05/06/2024","Visa Check  Subway 16272 Parker CO 05/06/24 Card 3805","","","($15.52)","$571.44"
"05/07/2024","AMAZON CORP  : RETRY PYMT   : 9069872103","","","($156.21)","$415.23"
"05/07/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/07/24 Card 3805","","","($17.97)","$397.26"
"05/08/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/08/24 Card 3805","","","($4.31)","$392.95"
"05/09/2024","Visa Check  SONIC DRIVE IN #4428 PARKER CO 05/08/24 Card 3805","","","($13.27)","$379.68"
"05/09/2024","CHASE CREDIT CRD  : EPAY   : 5760039224 NAME: MICHAEL J LIGGINS","","","($50.18)","$329.50"
"05/09/2024","Visa Check  GOOGLE *NBA 2K Mobile g.co/helppay# CA 05/09/24 Card 3805","","","($4.99)","$324.51"
"05/09/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/09/24 Card 3805","","","($12.83)","$311.68"
"05/10/2024","T SQUARE 17050 E MAIN STREE US PARKER CO 5541 Card 3805","","","($20.00)","$291.68"
"05/10/2024","Visa Check  WINGSTOP 1736 PARKER CO 05/09/24 Card 3805","","","($18.89)","$272.79"
"05/10/2024","Visa Check  Sky Zone Denver Aurora Aurora CO 05/11/24 Card 3805","","","($42.52)","$230.27"
"05/11/2024","Visa Check  KING SOOPERS #0075 PARKER CO 05/10/24 Card 3805","","","($6.08)","$224.19"
"05/11/2024","Visa Check  MCDONALD'S F7462 PARKER CO 05/10/24 Card 3805","","","($18.22)","$205.97"
"05/11/2024","Visa Check  SHELL OIL 57446054504 AURORA CO 05/10/24 Card 3805","","","($7.00)","$198.97"
"05/11/2024","Visa Check  IN-N-OUT AURORA AURORA CO 05/10/24 Card 3805","","","($11.07)","$187.90"
"05/11/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 05/11/24 Card 3805","","","($31.90)","$156.00"
"05/12/2024","Visa Check  MCDONALD'S F7462 PARKER CO 05/11/24 Card 3805","","","($14.76)","$141.24"
"05/12/2024","Visa Check  CIRCLE K # 41126 PARKER CO 05/11/24 Card 3805","","","($9.06)","$132.18"
"05/12/2024","Visa Check  HOBBY-LOBBY #0092 PARKER CO 05/11/24 Card 3805","","","($12.95)","$119.23"
"05/12/2024","T SQUARE PARKER CO Card 3805","","","($5.95)","$113.28"
"05/13/2024","Visa Check  LAMARS 43 LLC ENGLEWOOD CO 05/12/24 Card 3805","","","($10.15)","$103.13"
"05/13/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/13/24 Card 3805","","","($20.00)","$83.13"
"05/14/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/14/24 Card 3805","","","($14.33)","$68.80"
"05/14/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/14/24 Card 3805","","","($5.27)","$63.53"
"05/15/2024","Visa Check  WALGREENS #5261 PARKER CO 05/14/24 Card 3805","","","($5.00)","$58.53"
"05/16/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/15/24 Card 3805","","","($5.00)","$53.53"
"05/16/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/15/24 Card 3805","","","($6.48)","$47.05"
"05/16/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/15/24 Card 3805","","","($9.58)","$37.47"
"05/16/2024","Visa Check  GITHUB, INC. HTTPSGITHUB.C CA 05/16/24 Card 3805","","","($10.00)","$27.47"
"05/17/2024","DISHA CORP  : DIRECT DEP   : 9111111101","","","$705.76","$733.23"
"05/18/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/18/24 Card 3805","","","($20.00)","$713.23"
"05/18/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/18/24 Card 3805","","","($13.21)","$700.02"
"05/18/2024","Visa Check  DD DOORDASH COLONNASP 855-973-1040 CA 05/18/24 Card 3805","","","($37.85)","$662.17"
"05/19/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/19/24 Card 3805","","","($5.95)","$656.22"
"05/19/2024","Visa Check  GOOGLE *YouTube Music g.co/helppay# CA 05/19/24 Card 3805","","","($11.87)","$644.35"
"05/20/2024","Visa Check  DD DOORDASH QDOBAMEXI 855-973-1040 CA 05/20/24 Card 3805","","","($24.20)","$620.15"
"05/20/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/20/24 Card 3805","","","($12.38)","$607.77"
"05/21/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/21/24 Card 3805","","","($3.50)","$604.27"
"05/22/2024","Visa Check  DD DOORDASH FIREHOUSE 855-973-1040 CA 05/22/24 Card 3805","","","($22.88)","$581.39"
"05/22/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/22/24 Card 3805","","","($3.12)","$578.27"
"05/22/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/22/24 Card 3805","","","($9.81)","$568.46"
"05/22/2024","QT 4206 INSIDE PARKER CO Card 3805","","","($30.39)","$538.07"
"05/23/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/23/24 Card 3805","","","($5.39)","$532.68"
"05/23/2024","Visa Check  OPENAI *CHATGPT SUBSCR HTTPSOPENAI.C CA 05/23/24 Card 3805","","","($20.00)","$512.68"
"05/23/2024","Visa Check  7-ELEVEN 42018 AURORA CO 05/23/24 Card 3805","","","($35.38)","$477.30"
"05/24/2024","Visa Check  CIRCLE K # 41166 AURORA CO 05/23/24 Card 3805","","","($20.97)","$456.33"
"05/24/2024","Visa Check  E 470 EXPRESS TOLLS 303-5373470 CO 05/24/24 Card 3805","","","($36.05)","$420.28"
"05/25/2024","Visa Check  SQ *MONKEY PAW TOYS Aurora CO 05/24/24 Card 3805","","","($28.20)","$392.08"
"05/26/2024","Withdrawal Wells Fargo Bank 7700 E Belleview Ave Greenwood Vil CO Card 3805","","","($43.00)","$349.08"
"05/26/2024","Visa Check  KINDLE SVCS*1Y9404WK3 SEATTLE WA 05/26/24 Card 3805","","","($8.63)","$340.45"
"05/26/2024","Visa Check  WINGSTOP 1736 PARKER CO 05/25/24 Card 3805","","","($31.38)","$309.07"
"05/27/2024","Visa Check  PHILLIPS 66 - T SQUARE PARKER CO 05/27/24 Card 3805","","","($12.43)","$296.64"
"05/27/2024","Visa Check  DD DOORDASH MCDONALDS 855-973-1040 CA 05/27/24 Card 3805","","","($15.68)","$280.96"
"05/27/2024","Visa Check  DD DOORDASH WINGSTOP 855-973-1040 CA 05/27/24 Card 3805","","","($21.89)","$259.07"
"05/28/2024","Visa Check  DD DOORDASH FUZZYSTAC 855-973-1040 CA 05/28/24 Card 3805","","","($22.49)","$236.58"
